240008002556169025551,春天是我们的朋友,口语交际,240008002556177771
240008002556169025552,1.春天在哪里,课文（一）,240008002556177772
240008002556169025553,2.太阳的话,课文（一）,240008002556177772
240008002556169025554,3.小溪拍照,课文（一）,240008002556177772
240008002556169025555,4.风姑姑的照片,课文（一）,240008002556177772
240008002556169025556,写话,课文（一）,240008002556177772
240008002556169025557,语文活动1,课文（一）,240008002556177772
240008002556169025558,识字1,识字,240008002556177773
240008002556169025559,识字2,识字,240008002556177773
240008002556169025560,识字3,识字,240008002556177773
240008002556169025561,识字4,识字,240008002556177773
240008002556169025562,语文活动2,识字,240008002556177773
240008002556169025563,爱美的花猫和刺猬,口语交际,240008002556177774
240008002556169025564,5.古诗两首,课文（二）,240008002556177775
240008002556169025565,6.蚂蚁的队伍,课文（二）,240008002556177775
240008002556169025566,7.熟悉的脚印,课文（二）,240008002556177775
240008002556169025567,写话,课文（二）,240008002556177775
240008002556169025568,语文活动3,课文（二）,240008002556177775
240008002556169025569,8.红围裙,课文（三）,240008002556177776
240008002556169025570,9.在树林里,课文（三）,240008002556177776
240008002556169025571,10.给你的信,课文（三）,240008002556177776
240008002556169025572,写话,课文（三）,240008002556177776
240008002556169025573,语文活动4,课文（三）,240008002556177776
240008002556169025574,开心伙伴,口语交际,240008002556177777
240008002556169025575,11.跳礅上的歌,课文（四）,240008002556177778
240008002556169025576,12.阳光,课文（四）,240008002556177778
240008002556169025577,13.木匠的房子,课文（四）,240008002556177778
240008002556169025578,写话,课文（四）,240008002556177778
240008002556169025579,语文活动5,课文（四）,240008002556177778
240008002556169025580,识字5,识字（二）,240008002556177779
240008002556169025581,识字6,识字（二）,240008002556177779
240008002556169025582,识字7,识字（二）,240008002556177779
240008002556169025583,识字8,识字（二）,240008002556177779
240008002556169025584,语文活动6,识字（二）,240008002556177779
240008002556169025585,妈妈的唠叨,口语交际,240008002556177780
240008002556169025586,14.我不是最弱小的,课文（五）,240008002556177781
240008002556169025587,15.金色的玉米棒,课文（五）,240008002556177781
240008002556169025588,16.小蝌蚪,课文（五）,240008002556177781
240008002556169025589,写话,课文（五）,240008002556177781
240008002556169025590,语文活动7,课文（五）,240008002556177781
240008002556169025591,谁最神气,口语交际,240008002556177782
240008002556169025592,17.成语故事二则,课文（六）,240008002556177783
240008002556169025593,18.聪明的小包拯,课文（六）,240008002556177783
240008002556169025594,19.种子,课文（六）,240008002556177783
240008002556169025595,20.两只青蛙,课文（六）,240008002556177783
240008002556169025596,写话,课文（六）,240008002556177783
240008002556169025597,课文活动8,课文（六）,240008002556177783
240008002556169025598,21.谁的本领大,课文（七）,240008002556177784
240008002556169025599,22.给好朋友送水,课文（七）,240008002556177784
240008002556169025600,23.松树和青藤,课文（七）,240008002556177784
240008002556169025601,写话,课文（七）,240008002556177784
240008002556169025602,课文活动9,课文（七）,240008002556177784
240008002556169025603,我最喜欢的电视节目,口语交际,240008002556177785
240008002556169025604,24.古诗两首,课文（八）,240008002556177786
240008002556169025605,25.郑板桥巧劝舅父,课文（八）,240008002556177786
240008002556169025606,26.种瓜人,课文（八）,240008002556177786
240008002556169025607,27.生活的本领,课文（八）,240008002556177786
240008002556169025608,写话,课文（八）,240008002556177786
240008002556169025609,课文活动10,课文（八）,240008002556177786
240008002556169025610,期中复习,期中复习,240008002556177787
240008002556169025611,期末复习,期末复习,240008002556177788
